Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ИМЕНИ ШЕЙХА АБДУРАХМАНА-ХАДЖИ,1020500001741.0,2001-05-25 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,59000.0,,61000.0,-2000.0,,,,59000.0,-11000.0,-21000.0,,,,,10000.0,,,,21000.0,,,,-11000.0,,Малые (1-15)
РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ИМЕНИ ШЕЙХА АБДУРАХМАНА-ХАДЖИ,1020500001741.0,2001-05-25 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Малые (1-15)
РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ИМЕНИ ШЕЙХА АБДУРАХМАНА-ХАДЖИ,1020500001741.0,2001-05-25 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ИМЕНИ ШЕЙХА АБДУРАХМАНА-ХАДЖИ,1020500001741.0,2001-05-25 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
"ДАГЕСТАНСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ИНВАЛИДОВ И ВЕТЕРАНОВ ВОЙНЫ, ТРУДА И ВООРУЖЕНЫХ СИЛ.",1020500001752.0,1992-03-11 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАГЕСТАНСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ИНВАЛИДОВ И ВЕТЕРАНОВ ВОЙНЫ, ТРУДА И ВООРУЖЕНЫХ СИЛ.",1020500001752.0,1992-03-11 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАГЕСТАНСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ИНВАЛИДОВ И ВЕТЕРАНОВ ВОЙНЫ, ТРУДА И ВООРУЖЕНЫХ СИЛ.",1020500001752.0,1992-03-11 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАГЕСТАНСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ИНВАЛИДОВ И ВЕТЕРАНОВ ВОЙНЫ, ТРУДА И ВООРУЖЕНЫХ СИЛ.",1020500001752.0,1992-03-11 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,
"ДАГЕСТАНСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ИНВАЛИДОВ И ВЕТЕРАНОВ ВОЙНЫ, ТРУДА И ВООРУЖЕНЫХ СИЛ.",1020500001752.0,1992-03-11 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1000.0,,
"ЦЕНТР АНАЛИТИЧЕСКОЙ ИНФОРМАЦИИ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500002380.0,2002-01-28 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЦЕНТР АНАЛИТИЧЕСКОЙ ИНФОРМАЦИИ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500002380.0,2002-01-28 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЦЕНТР АНАЛИТИЧЕСКОЙ ИНФОРМАЦИИ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500002380.0,2002-01-28 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЦЕНТР АНАЛИТИЧЕСКОЙ ИНФОРМАЦИИ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500002380.0,2002-01-28 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЦЕНТР АНАЛИТИЧЕСКОЙ ИНФОРМАЦИИ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500002380.0,2002-01-28 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ШАХ-ВЭЧЕ, БФ",1020500002456.0,1998-08-10 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,2186000.0,2186000.0,,,,,,,,,,14728000.0,,,,,,,2186000.0,2186000.0,,,,,,,,,
"ШАХ-ВЭЧЕ, БФ",1020500002456.0,1998-08-10 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,816000.0,820000.0,,,4000.0,,,,,,4000.0,14732000.0,4000.0,,,,,,820000.0,816000.0,,,,,,,4000.0,,
"ШАХ-ВЭЧЕ, БФ",1020500002456.0,1998-08-10 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,787000.0,788000.0,,,5000.0,,,,,,5000.0,14733000.0,5000.0,,,,,,792000.0,787000.0,,,,,,,5000.0,,
"ШАХ-ВЭЧЕ, БФ",1020500002456.0,1998-08-10 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,596000.0,599000.0,,,8000.0,,,,,,8000.0,14736000.0,8000.0,,,,,,604000.0,596000.0,,,,,,,8000.0,,
"ШАХ-ВЭЧЕ, БФ",1020500002456.0,1998-08-10 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,498000.0,510000.0,,,20000.0,,,,,,20000.0,14748000.0,20000.0,,,,,,518000.0,498000.0,,,,,,,20000.0,,
"БЛАГОТВОРИТЕЛЬНАЯ БОЛЬНИЦА ДЛЯ ЖЕНЩИН, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1020500003039.0,1994-11-04 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНАЯ БОЛЬНИЦА ДЛЯ ЖЕНЩИН, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1020500003039.0,1994-11-04 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНАЯ БОЛЬНИЦА ДЛЯ ЖЕНЩИН, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1020500003039.0,1994-11-04 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНАЯ БОЛЬНИЦА ДЛЯ ЖЕНЩИН, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1020500003039.0,1994-11-04 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНАЯ БОЛЬНИЦА ДЛЯ ЖЕНЩИН, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1020500003039.0,1994-11-04 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД РОДИТЕЛЕЙ ШКОЛЬНИКОВ, МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500003150.0,2001-04-12 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД РОДИТЕЛЕЙ ШКОЛЬНИКОВ, МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500003150.0,2001-04-12 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД РОДИТЕЛЕЙ ШКОЛЬНИКОВ, МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500003150.0,2001-04-12 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД РОДИТЕЛЕЙ ШКОЛЬНИКОВ, МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500003150.0,2001-04-12 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД РОДИТЕЛЕЙ ШКОЛЬНИКОВ, МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1020500003150.0,2001-04-12 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ САИДА АФАНДИ,1020500003193.0,1999-01-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ САИДА АФАНДИ,1020500003193.0,1999-01-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ САИДА АФАНДИ,1020500003193.0,1999-01-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ САИДА АФАНДИ,1020500003193.0,1999-01-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ САИДА АФАНДИ,1020500003193.0,1999-01-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБОДИЯЛ, ИБОФ",1020500003479.0,1996-05-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБОДИЯЛ, ИБОФ",1020500003479.0,1996-05-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБОДИЯЛ, ИБОФ",1020500003479.0,1996-05-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБОДИЯЛ, ИБОФ",1020500003479.0,1996-05-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБОДИЯЛ, ИБОФ",1020500003479.0,1996-05-14 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"С. ПАЛАМАРЧУКА, БФ ИМ.",1020500003480.0,1995-11-29 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,0 - 5,,,,до 5,Малые (1-15)
"С. ПАЛАМАРЧУКА, БФ ИМ.",1020500003480.0,1995-11-29 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,337000.0,,764000.0,,,966000.0,,20000.0,,986000.0,-361000.0,-361000.0,,,,,,,,,698000.0,,20000.0,,-381000.0,,Малые (1-15)
"С. ПАЛАМАРЧУКА, БФ ИМ.",1020500003480.0,1995-11-29 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,209000.0,,651000.0,,,1319000.0,,15000.0,,1334000.0,-112000.0,-112000.0,,,,,,,,,321000.0,,13000.0,,-125000.0,,Малые (1-15)
"С. ПАЛАМАРЧУКА, БФ ИМ.",1020500003480.0,1995-11-29 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,4960000.0,,2352000.0,,,5117000.0,,202000.0,,5319000.0,1701000.0,1701000.0,,,,,,,,,3259000.0,,149000.0,,1552000.0,,Малые (1-15)
"С. ПАЛАМАРЧУКА, БФ ИМ.",1020500003480.0,1995-11-29 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,513000.0,,2208000.0,,,5030000.0,,163000.0,,5193000.0,-144000.0,-144000.0,,,,,,,,,657000.0,,15000.0,,-159000.0,,Средние (16-150)
"ДЕТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ МУЗЫКАЛЬНЫЙ ФОНД КОЛОКОЛЬЧИК ИМ.К.ШАМАСОВА, ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ",1020500003920.0,1999-03-19 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ МУЗЫКАЛЬНЫЙ ФОНД КОЛОКОЛЬЧИК ИМ.К.ШАМАСОВА, ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ",1020500003920.0,1999-03-19 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ МУЗЫКАЛЬНЫЙ ФОНД КОЛОКОЛЬЧИК ИМ.К.ШАМАСОВА, ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ",1020500003920.0,1999-03-19 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ МУЗЫКАЛЬНЫЙ ФОНД КОЛОКОЛЬЧИК ИМ.К.ШАМАСОВА, ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ",1020500003920.0,1999-03-19 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ МУЗЫКАЛЬНЫЙ ФОНД КОЛОКОЛЬЧИК ИМ.К.ШАМАСОВА, ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ",1020500003920.0,1999-03-19 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГАДЖИ МАХАЧЕВА, ФОНД",1020500003974.0,2000-11-23 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2017,,,,,,3406000.0,,,6366000.0,,64000.0,,6430000.0,,,,,,,,,,,,,,,,,
"ГАДЖИ МАХАЧЕВА, ФОНД",1020500003974.0,2000-11-23 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2018,,3213000.0,2548000.0,,48000.0,3723000.0,,,6684000.0,,111000.0,6316000.0,6795000.0,,,,,,,,,1077000.0,2019000.0,,,,,,,
"ГАДЖИ МАХАЧЕВА, ФОНД",1020500003974.0,2000-11-23 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2019,,3389000.0,2843000.0,,125000.0,3169000.0,,,,,97000.0,5770000.0,6318000.0,,,,,,,,,206000.0,1626000.0,,,,,,,
"ГАДЖИ МАХАЧЕВА, ФОНД",1020500003974.0,2000-11-23 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2020,,3123000.0,2400000.0,,170000.0,2596000.0,,,,,303000.0,5047000.0,5790000.0,,,,,,,,,937000.0,1452000.0,,,,,,,
"ГАДЖИ МАХАЧЕВА, ФОНД",1020500003974.0,2000-11-23 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2021,,2097000.0,3650000.0,,,3916000.0,,,,,57000.0,6600000.0,6842000.0,,,,,,,,,618000.0,1430000.0,,,,,,,
"БОЕВОЕ БРАТСТВО, ДАГЕСТАНСКОЕ РЕСПУБЛИКАНСКОЕ ОТДЕЛЕНИЕ ВСЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ВЕТЕРАНОВ",1020500004161.0,1992-04-16 00:00:00,Действующая,Дагестан (Республика),Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
